0	0	0.5208333373069763
0	1	0.4677083373069763
0	2	0.0
0	3	0.31979166716337204
0	4	0.0
0	5	0.0
0	6	0.0
0	7	0.309375
0	8	0.0
0	9	0.6208333373069763
0	10	0.0
0	11	0.0
0	12	0.0
0	13	0.0
0	14	0.0
0	15	0.0
1	0	0.4989583373069763
1	1	0.496875
1	2	0.20729166716337205
1	3	0.471875
1	4	0.284375
1	5	0.3395833343267441
1	6	0.326041667163372
1	7	0.4604166686534882
1	8	0.3979166686534882
1	9	0.6447916686534881
1	10	0.29375
1	11	0.30625
1	12	0.48958333730697634
1	13	0.48125
1	14	0.248958333581686
1	15	0.321875
2	0	0.584375
2	1	0.36354166865348814
2	2	0.34375
2	3	0.5052083343267441
2	4	0.4989583343267441
2	5	0.5177083343267441
2	6	0.42604166865348814
2	7	0.490625
2	8	0.6010416686534882
2	9	0.565625
2	10	0.4645833343267441
2	11	0.552083333581686
2	12	0.5864583373069763
2	13	0.6072916686534882
2	14	0.5260416686534881
2	15	0.42604166865348814
3	0	0.4875
3	1	0.44375
3	2	0.4677083373069763
3	3	0.5333333373069763
3	4	0.5729166686534881
3	5	0.4875
3	6	0.43854166865348815
3	7	0.51875
3	8	0.590625
3	9	0.609375
3	10	0.5145833373069764
3	11	0.5885416686534881
3	12	0.6572916686534882
3	13	0.628125
3	14	0.5427083373069763
3	15	0.6645833343267441
4	0	0.55625
4	1	0.525
4	2	0.4375
4	3	0.5166666686534882
4	4	0.49791666865348816
4	5	0.484375
4	6	0.446875
4	7	0.5145833373069764
4	8	0.6010416686534882
4	9	0.6145833373069763
4	10	0.5427083373069763
4	11	0.6270833373069763
4	12	0.5354166686534881
4	13	0.6239583373069764
4	14	0.6208333373069763
4	15	0.6260416686534882
5	0	0.4770833343267441
5	1	0.4958333373069763
5	2	0.490625
5	3	0.53125
5	4	0.521875
5	5	0.47916666865348817
5	6	0.5104166686534881
5	7	0.4447916686534882
5	8	0.56875
5	9	0.5666666686534881
5	10	0.46875
5	11	0.646875
5	12	0.628125
5	13	0.6625
5	14	0.5729166686534881
5	15	0.6697916686534882
6	0	0.5489583373069763
6	1	0.5635416686534882
6	2	0.5145833373069764
6	3	0.490625
6	4	0.5260416686534881
6	5	0.590625
6	6	0.46979166865348815
6	7	0.471875
6	8	0.5666666686534881
6	9	0.6385416686534882
6	10	0.3989583343267441
6	11	0.6375
6	12	0.6083333373069764
6	13	0.6791666686534882
6	14	0.4916666686534882
6	15	0.6479166686534882
7	0	0.5135416686534882
7	1	0.46354166865348817
7	2	0.45416666865348815
7	3	0.553125
7	4	0.5072916686534882
7	5	0.5489583373069763
7	6	0.484375
7	7	0.40729166865348815
7	8	0.6135416686534881
7	9	0.5854166686534882
7	10	0.4208333343267441
7	11	0.6489583373069763
7	12	0.6416666686534882
7	13	0.6572916686534882
7	14	0.5791666686534882
7	15	0.6166666686534882
8	0	0.44791666865348817
8	1	0.5083333343267441
8	2	0.4239583373069763
8	3	0.42291666865348815
8	4	0.511458334326744
8	5	0.5135416686534882
8	6	0.47708333730697633
8	7	0.41875
8	8	0.6104166686534882
8	9	0.5041666686534881
8	10	0.48541666865348815
8	11	0.61875
8	12	0.6635416686534882
8	13	0.6083333343267441
8	14	0.4916666686534882
8	15	0.6135416686534881
9	0	0.54375
9	1	0.4677083373069763
9	2	0.43229166716337203
9	3	0.49375
9	4	0.5052083373069763
9	5	0.5510416686534881
9	6	0.5354166686534881
9	7	0.46875
9	8	0.5916666686534882
9	9	0.6197916686534881
9	10	0.5083333373069763
9	11	0.6447916686534881
9	12	0.609375
9	13	0.659375
9	14	0.553125
9	15	0.628125
10	0	0.534375
10	1	0.5291666686534882
10	2	0.475
10	3	0.5322916686534882
10	4	0.528125
10	5	0.534375
10	6	0.5239583373069763
10	7	0.4052083343267441
10	8	0.6125
10	9	0.6125
10	10	0.45729166865348814
10	11	0.6333333373069763
10	12	0.659375
10	13	0.6208333373069763
10	14	0.50625
10	15	0.640625
11	0	0.3833333343267441
11	1	0.48854166865348814
11	2	0.4604166686534882
11	3	0.453125
11	4	0.5885416686534881
11	5	0.546875
11	6	0.44375
11	7	0.484375
11	8	0.63125
11	9	0.521875
11	10	0.4447916686534882
11	11	0.590625
11	12	0.5854166686534882
11	13	0.6364583373069763
11	14	0.625
11	15	0.6239583373069764
12	0	0.50625
12	1	0.5072916686534882
12	2	0.484375
12	3	0.4458333343267441
12	4	0.521875
12	5	0.509375
12	6	0.48958333730697634
12	7	0.3979166686534882
12	8	0.5697916686534882
12	9	0.6291666686534881
12	10	0.384375
12	11	0.5510416686534881
12	12	0.6364583373069763
12	13	0.6135416686534881
12	14	0.578125
12	15	0.60625
13	0	0.4916666686534882
13	1	0.4291666686534882
13	2	0.37604166865348815
13	3	0.5375
13	4	0.621875
13	5	0.47083333432674407
13	6	0.48125
13	7	0.4208333343267441
13	8	0.5885416686534881
13	9	0.509375
13	10	0.4552083373069763
13	11	0.6083333373069764
13	12	0.6395833373069764
13	13	0.6302083373069763
13	14	0.4989583343267441
13	15	0.6302083373069763
14	0	0.511458334326744
14	1	0.5520833373069763
14	2	0.47916666865348817
14	3	0.4875
14	4	0.55625
14	5	0.546875
14	6	0.428125
14	7	0.428125
14	8	0.5885416686534881
14	9	0.5041666686534881
14	10	0.4125
14	11	0.60625
14	12	0.65625
14	13	0.6729166686534882
14	14	0.5197916686534881
14	15	0.6135416686534881
15	0	0.542708334326744
15	1	0.5625
15	2	0.4614583343267441
15	3	0.42604166716337205
15	4	0.5760416686534882
15	5	0.5635416686534882
15	6	0.425
15	7	0.503125
15	8	0.5822916686534881
15	9	0.5770833373069764
15	10	0.375
15	11	0.5708333373069763
15	12	0.634375
15	13	0.6760416686534881
15	14	0.5114583373069763
15	15	0.6145833373069763
16	0	0.55
16	1	0.5833333373069763
16	2	0.39479166865348814
16	3	0.4760416686534882
16	4	0.527083334326744
16	5	0.5385416686534882
16	6	0.4645833343267441
16	7	0.44791666865348817
16	8	0.6010416686534882
16	9	0.5697916686534882
16	10	0.346875
16	11	0.6177083373069763
16	12	0.6875
16	13	0.55625
16	14	0.42604166865348814
16	15	0.6125
17	0	0.5052083373069763
17	1	0.50625
17	2	0.3583333343267441
17	3	0.478125
17	4	0.5833333343267441
17	5	0.5833333373069763
17	6	0.44583333730697633
17	7	0.43020833730697633
17	8	0.5895833373069763
17	9	0.578125
17	10	0.4177083343267441
17	11	0.6239583373069764
17	12	0.684375
17	13	0.71875
17	14	0.49270833730697633
17	15	0.5875
18	0	0.5604166686534882
18	1	0.515625
18	2	0.4020833373069763
18	3	0.4989583373069763
18	4	0.5260416686534881
18	5	0.48125
18	6	0.4333333343267441
18	7	0.41458333730697633
18	8	0.6322916686534882
18	9	0.5604166686534882
18	10	0.4364583373069763
18	11	0.5614583343267441
18	12	0.6125
18	13	0.6854166686534882
18	14	0.534375
18	15	0.625
19	0	0.48854166716337205
19	1	0.5
19	2	0.334375
19	3	0.47395833432674406
19	4	0.54375
19	5	0.5875
19	6	0.421875
19	7	0.3083333343267441
19	8	0.5875
19	9	0.571875
19	10	0.3375
19	11	0.653125
19	12	0.6302083343267441
19	13	0.5802083373069763
19	14	0.5510416686534881
19	15	0.590625
20	0	0.4958333373069763
20	1	0.46979166865348815
20	2	0.43020833730697633
20	3	0.49791666865348816
20	4	0.4291666686534882
20	5	0.6083333373069764
20	6	0.4083333373069763
20	7	0.33854166716337203
20	8	0.59375
20	9	0.5270833373069763
20	10	0.2885416686534882
20	11	0.6072916686534882
20	12	0.6572916686534882
20	13	0.6604166686534881
20	14	0.5770833373069764
20	15	0.54375
21	0	0.5
21	1	0.49375
21	2	0.3270833343267441
21	3	0.40104166716337203
21	4	0.5458333343267441
21	5	0.5635416686534882
21	6	0.440625
21	7	0.4458333343267441
21	8	0.5791666686534882
21	9	0.6125
